tweet,username,likes_count,date,sentiment2cat,sentiment3cat
oops wrong costume. october oc_tober oc challenge demon maid halloween costume,flaredoodles,2,2021-10-07,neg,neg
i am watching maid and she needs to take her baby to the doctor.. and get out of that apartment.,_diosa__,0,2021-10-07,pos,neu
maid is pretty interesting,mr_3lastnames,0,2021-10-07,pos,pos
the lead in maid reminds me of fiona from shameless maidnetflix,napsandfaeries,3,2021-10-07,pos,neg
danielle is me...it is about the principle maid,nickyb_zero3,1,2021-10-07,pos,neu
the show maid is amazing it needs to get more attention! abuse is not always physical!,dollymendez,0,2021-10-07,pos,neg
this is stressing me out please change out this rich lady clothes! maid,jaswasheree,0,2021-10-07,pos,pos
just watched series episode s | e of maid! maid tvtime,jaykarwolfe,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,gabiswho,0,2021-10-07,pos,neu
"the maid on netflix is good, but the mother is pissed me off",samerjean,2,2021-10-07,pos,neg
omg this mommy is an ass maid,alostgirl13,0,2021-10-07,pos,neg
let is see what this maid show is about,everythangparis,0,2021-10-07,pos,neu
alex kissing sean just pissed me off roll eyes like no! it is supposed to be nate ! maid,dopegyaaal,1,2021-10-07,pos,pos
every time those prices come up on maid my anxiety goes up.,deegypsysoul,0,2021-10-07,pos,neg
the apology most will never get maid maidnetflix,inashellnut,234,2021-10-07,pos,pos
"just finished “maid” and i have chills and got goosebumps. the struggles that some single moms go through in this country and everywhere go unnoticed. the system is broken, and while some help is available, it is not enough. real help comes when the patriarchy ends. maidnetflix",omarkurdi20,4,2021-10-07,neg,neg
i started another series again sobsee no evil maid,__bankerbae,1,2021-10-07,pos,pos
andie macdowell playing the shit out this role maid,tisharose_,0,2021-10-07,neg,pos
just watched series episode s | e of maid! maid tvtime,jaykarwolfe,0,2021-10-07,pos,neu
they had alex going thru it .. goodness maid,bleuberryx,0,2021-10-07,pos,pos
girlfriend did nate wrong. maid,jcwygle,1,2021-10-07,neg,neg
is the unsung hero we all need in our lives maid,sweetlifeofjess,0,2021-10-07,pos,pos
pretty sure the girl next to me on my last flight was alex from maid,simpl_icitee,0,2021-10-07,pos,pos
"in case you missed it… sister nancy is bambam featured in new series, maid details here: via jamaica dancehall music thstreetpromotions netflix maidnetflix caribbean sisternancy",13thstreetpromo,6,2021-10-07,pos,neg
have not even finished the first episode of maid yet and i’m ready to knock this man head off unamused,brihammm,0,2021-10-07,pos,pos
"s:e-, of maid, is really good. i'm enjoying the entire (st, hopefully?) season. it addresses domesticviolence / domesticabuse, parental neglect, depression, and much more. been bingewatching this netflix show all day. have you seen it? netflixandchill maidnetflix",opinepolls,1,2021-10-07,pos,pos
this netflix series maid bitch just can not catch a break,mrprince_kegan,3,2021-10-07,pos,neg
blue heartmic halloween salesblue heart guys! attention please! great discount for nekopara vanilla cosplay costume and you can get this costume with % off ! smiley cat miccostumes vanilla vanillacosplay nekopara nekoparacosplay game gamecosplay maid maidgirl cat,miccostumes,7,2021-10-07,pos,pos
"maid is the only show where i can cry from watching a main character enjoy  minutes of mediation. i'm  episodes in and i've cried more than a handful. it is so eye-opening, the fact that people experience life in that way breaks my heart. she strong. y'all are strong.",whatsurhandle,0,2021-10-07,pos,pos
maid is sooo good netflix,coco_crush_gem,0,2021-10-07,pos,pos
wow wth is going on … maid,trann__,0,2021-10-07,pos,pos
i feel the show maid on a deeper level!! being a single mom is hard at times pray,tatted_amarie,1,2021-10-07,neg,pos
"for all of the mothers who have fought this battle… this is a genius expression of truth. maidnetflix survival &amp; maternal fortitude one exhausting, terrifying step at a time. maid domesticviolence",ashleyscott,14,2021-10-07,neg,neg
"(buzzfeed):people are thirsting over raymond ablack in ""maid,"" and ""degrassi"" fans are like, ""we've known this for years"" : put some respect on sav bhandari is name! view entire post › .. trendsspy",newsoneplace,1,2021-10-07,pos,pos
"the maid is such a beautiful show, and i relate to it in so many ways. thank you folded hands medium skin tone for creating this show and showing pain and resilience through so many spectrums. domesticviolence netflix maid",rloreguevara,1,2021-10-07,pos,pos
i've just watched episode s | e of maid! maid tvtime,tiagolondon,0,2021-10-07,pos,neu
good morning sparkles oc maid artistontwitter artwork arttwt maidoc,ashuwiiillust,5,2021-10-07,pos,pos
maid episode  recap margaretqualley nickrobinson raymondablack anikanonirose,reelmockery,0,2021-10-07,pos,neu
"love a good netflix show but maid really hit home this week. a worthwhile watch but a hard one. a truly accurate and heart wrenching portrayal of abuse on many levels. trigger warnings advised but definitely worth the time, esp to understand something you’ve never experienced",sherrimaher,1,2021-10-07,pos,pos
got darn it alex you left your journal bish woozywoozywearywearywearywearywearyweary maidnetflix maid,trinidoll87,0,2021-10-07,pos,neu
_sarahtee bruh facts and then telling him she did wtfffff maidnetflix maid,trinidoll87,0,2021-10-07,pos,neu
yet again has bamboozled me by making what i think is a movie into a tv show midnightmass maid clickbait,thotsnopinuns,0,2021-10-07,pos,neg
nate gave me the creeps. sean is abusive but he is straight forward. nate abuse his powers over alex because he has an agenda. she said no once. maid maidnetflix,stefantetelepta,8,2021-10-07,pos,neg
i've just watched episode s | e of maid! maid tvtime,haloo79,0,2021-10-07,pos,neu
watching maid on netflix and i’m loving it pleading,thatgomzlove,0,2021-10-07,pos,pos
"""maid"" on netflix is really good.",amweald,0,2021-10-07,pos,pos
ugh maid has me so triggered. i love it tho and i’ve cried like  times. alex is way way too nice tho…. when she was buying groceries i would of called the old man out. maidnetflix,betoslogic,0,2021-10-07,pos,pos
watching maid and this girl alex can not catch a fkn break for christ is sake,trinidoll87,0,2021-10-07,pos,neu
i'm watching maid on netflix and boy does it bring back memories of doing mental math on tight budgets while working nights at a hotel. i do not miss it.,arduanne,1,2021-10-07,neg,pos
i’ve thought about these characters so much in the last year. getting to play danielle was a gift. maid,aimeecarrero,799,2021-10-07,pos,pos
"interview: gloria garayua talks netflix ""maid"" series &amp; acting for true beginners ... via interview interviews movies tv filmtwitter maidnetflix maid netflix actingcoach gloriagarayua",ramasscreen,1,2021-10-07,pos,pos
this squatter house in maid would be my death sentence. sob,lovemeeshaa,0,2021-10-07,pos,neg
all the mental disorders in this show. i’m eating it up. maid,sapphirej914,0,2021-10-07,neg,neu
alex shoulda never went back to live with shawn…triumphtriumph maid,chica_shica_rae,0,2021-10-07,pos,neu
now watching maid,ipromote89,0,2021-10-07,pos,neu
maid was a good watch..,tobiogunb,0,2021-10-07,pos,pos
binged watch maid and now i need another season netflix,alexandraaa____,0,2021-10-07,pos,neu
maid on netflix is sensational.,beckimeister,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,0,2021-10-07,pos,neu
i've just watched episode s | e of maid! maid tvtime,mugiwarayoongi_,0,2021-10-06,pos,neu
i was wondering if i should post these pictures or not... what did you think? maid maidoutfit maidboy femboy kinktober kinktober kink lgbtqia,yurisakurai_,4,2021-10-06,pos,neu
just when you thought sean could change!!! maid,sapphirej914,0,2021-10-06,pos,neu
i've just watched episode s | e of maid! maid tvtime,ayuune,0,2021-10-06,pos,neu
this episode is truly heartbreaking mothers love is endless maid netflix episode  got me disappointed relieved,nhd09,1,2021-10-06,neg,pos
cutest co-starsheartpulse maid,bestofmargaret,96,2021-10-06,pos,pos
why has not she taken this baby to the doctors yet? maid it is pissing me off,miaavictoria_,0,2021-10-06,pos,neg
i've just watched episode s | e of maid! maid tvtime,touroloko,0,2021-10-06,pos,neu
can alex catch a fckin break man! maid,iam_kingbee,0,2021-10-06,pos,neu
"watching maid on netflix, that poor girl ant catch a break. disappointeddisappointed",adelesheasy,1,2021-10-06,neg,neg
maid on netflix is a powerful &amp; emotive watch-domesticviolence theme/story but episode -hilarious! &amp; danielle deserves an oscar! +joy she is hilarious &amp; the kind of friend every girl needs! the open house:). woman facepalmingjoydog+,marlastromberg,3,2021-10-06,pos,pos
who watched ‘maid’ on netflix starring anikanonirose and margret qually? loved it!,beatsxbackpacks,0,2021-10-06,pos,pos
"maids are cool, do not and you can not change my mind (also, trying new hair and clothing techniques, what do y’a think?) maid maidboy art crossdresing",salty_animator_,3,2021-10-06,pos,pos
"if you have not seen maid on , yet…. go….. run! it is a must see! netflix movies whattowatch streaming loveit i think alex is mom is my soul sister, lol. except for the drinking, and the pot woman shrugging medium skin tone freespirit",tbsah_lorinda,0,2021-10-06,pos,pos
i've just watched episode s | e of maid! maid tvtime,mugiwarayoongi_,0,2021-10-06,pos,neu
maid on netflix is so good. just finished all episodes and what an eye opener it is! you just never know what people actually go through in real life. maidnetflix,fitzjohnvicky,2,2021-10-06,pos,pos
this girl on maid is blowing my shit,shesrichduh,1,2021-10-06,neg,neg
love that they have real mother &amp; daughter in maid such a good series!,kirstyydavies,35,2021-10-06,pos,pos
i've just watched episode s | e of maid! maid tvtime,ayuune,0,2021-10-06,pos,neu
just watched: maid - s | e - snaps maid tvtime,kush_daz,0,2021-10-06,pos,neu
watching maid on and andy macdowell is excellent.,ripleysminion,1,2021-10-06,pos,pos
dia : maid artober artober arttober manga maid arttober,kiba_aodhan,38,2021-10-06,pos,neu
alex reminds me of fiona (shameless) so much maid,najrowland,1,2021-10-06,pos,neg
i've just watched episode s | e of maid! maid tvtime,londonxmermaid,0,2021-10-06,pos,neu
i've just watched episode s | e of maid! maid tvtime,lazarettoo,0,2021-10-06,pos,neu
"maid is just phenomenal! i loved it so much. it was so well acted by all involved. if you have not watched it yet, please check it out. maidnetflix",justmerachel,1,2021-10-06,pos,pos
"i’m in bits maidnetflix maid emotional rollercoaster or what! happy, sad, anxious, scared, anger pain, relief, joy, frustration, sympathy, hate. i mean i could go on but i’ll finish the season with tears streaming down my face! unbelievable outstanding star",itsmetanyatan,1,2021-10-06,neg,pos
why does this guy always get finessed for being nice guy joymaidnetflix maid,livinglegit1,38,2021-10-06,pos,pos
they provide free medically assisted death in canada if you're too affraid to live with us...maid justsaying no one should have to suffer like that. hugs,chokingonwoke,0,2021-10-06,pos,neg
"ok, i like maid on , but no, this kid is like , not . it is really annoying me.",angegillis,1,2021-10-06,neg,neu
episode  of maid has me emotional. weary,kebo_slice,1,2021-10-06,pos,neg
"“the hike will be hard, but we are gonna make it to the top!” maid",takeu2tocoloco,0,2021-10-06,pos,neg
i've just watched episode s | e of maid! maid tvtime,heartsbenzo,0,2021-10-06,pos,neu
i was fw alex but she all in this lady house like its hers. she wilding maid,najrowland,0,2021-10-06,pos,pos
"did not mean to binge watch maid maidnetflix last night, but i’m glad i did.",shesmariahb,0,2021-10-06,pos,pos
and maid was good!,kaydownyatl,0,2021-10-06,pos,pos
"i’m loving this maid series, we need some real content once in a while",zepoo_,0,2021-10-06,pos,pos
maid is getting me annoyed so much,ob_rachel,0,2021-10-06,neg,neg
"maid - the agonies of alex reminds me of silent serial,”perils of pauline.”but barreling train this time is poverty, domestic abuse &amp; homelessness. netflix",booksavor,0,2021-10-06,pos,neg
alex wild. i would’ve been documenting everything this mf sean did. everytime he was drunk. how he left her w/his addict mother for  days. how she gave her cough syrup. allat! maid,najrowland,0,2021-10-06,neg,neg
this show is a lot better than i expected. maid,grumpwrangler,0,2021-10-06,pos,pos
"damn this show depressing as fuck, why am i doing this to myself? maid",ifra_j,4,2021-10-06,neg,neg
so paula is alex’ mom in real life? maid,kikiokeke,0,2021-10-06,pos,neu
maid maidnetflix is dope af! it will make you appreciate every single thing in your life that you take for granted nowwatching mumbaisfinest,mumbaisfinest,1,2021-10-06,neg,pos
